,Unnamed: 0,LAU 1,LAU 2,Název obce,celkem,latitude,longitude,id,obec,Zeměpisná šířka,Zeměpisná délka,vzdalenost,cas_cesty
190,10254,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,61664545,Vlašim,49.703163,14.9008,27.11845562441224,2092
191,10274,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,61924032,Kutná Hora,49.942588,15.257586,27.519980267069126,2239
192,10275,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,61924041,Čáslav,49.912598,15.392054,25.504616584443596,1887
193,10276,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,61924008,Čáslav,49.908143,15.396187,25.1350551386781,2028
194,10277,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,49797999,Čáslav,49.90249,15.393467,24.4776774259111,2017
195,10278,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,61924059,Kutná Hora,49.953247,15.275817,28.66776775683394,2206
196,10387,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,367761,Humpolec,49.541758,15.35375,17.945522294973227,1370
197,10388,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,72753,Pelhřimov,49.428914,15.22157,29.91072547466839,2126
198,10390,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,107830396,Humpolec,49.541394,15.360692,18.142738356323356,1425
199,10391,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,102006881,Havlíčkův Brod,49.609084,15.580284,23.807383692543294,2157
200,10392,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,102006920,Chotěboř,49.716829,15.672957,28.52468799091727,2236
201,10393,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,130002097,Ledeč nad Sázavou,49.694513,15.278836,0.132402286822825,41
202,10394,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,102018006,Havlíčkův Brod,49.602624,15.579104,24.0306094611712,2143
203,10395,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,102006954,Chotěboř,49.718219,15.671713,28.448487688004352,2163
204,10413,CZ0631,568988.0,Ledeč nad Sázavou,4951.0,49.6954347,15.2776706,110030559,Havlíčkův Brod,49.609529,15.575103,23.446271802744928,2084
205,11192,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,367761,Humpolec,49.541758,15.35375,27.04376544955032,1874
206,11195,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,107830396,Humpolec,49.541394,15.360692,26.54644036000239,1940
207,11196,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102006881,Havlíčkův Brod,49.609084,15.580284,16.828577134043204,1634
208,11197,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102006920,Chotěboř,49.716829,15.672957,25.73167204895362,2131
209,11199,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102018006,Havlíčkův Brod,49.602624,15.579104,16.309236940585127,1490
210,11200,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102006954,Chotěboř,49.718219,15.671713,25.8965594981684,2154
211,11201,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,108047741,Jihlava,49.397998,15.585825,13.827159780821107,1300
212,11203,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,108047920,Jihlava,49.397335,15.583685,13.987920597119384,1230
213,11204,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,108047792,Jihlava,49.398965,15.586577,13.712070250649392,1267
214,11205,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,108047938,Jihlava,49.39907,15.590673,13.498701199030636,1241
215,11211,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,108027457,Žďár nad Sázavou,49.567574,15.933153,17.85589050359701,1517
216,11212,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102943508,Velké Meziříčí,49.351674,16.020545,26.52912051794434,1789
217,11213,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102943494,Nové Město na Moravě,49.563758,16.072654,26.913329779906096,2043
218,11214,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102943516,Žďár nad Sázavou,49.565058,15.944092,18.411390880812537,1540
219,11215,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,102943559,Žďár nad Sázavou,49.565627,15.943057,18.375268821929183,1577
220,11217,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,110026179,Žďár nad Sázavou,49.566429,15.93214,17.729252869905324,1495
221,11218,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,110030559,Havlíčkův Brod,49.609529,15.575103,17.092545487830932,1530
222,11219,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,110031334,Žďár nad Sázavou,49.557691,15.939988,17.776014591183515,1476
223,11220,CZ0632,587711.0,Polná,5201.0,49.4873383,15.7188513,108047946,Jihlava,49.386967,15.593135,14.394337773309216,1283
224,11329,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,108028135,Rájec-Jestřebí,49.412824,16.636986,29.77682555880506,2497
225,11330,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,107870738,Boskovice,49.48924,16.664213,29.33016136440809,2517
226,11331,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102104522,Lomnice,49.404156,16.411956,17.110716994659995,1802
227,11332,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102007934,Boskovice,49.49124,16.65717,28.797244371813598,2467
228,11333,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,110250141,Letovice,49.545521,16.571869,22.55089765877464,2111
229,11334,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102007993,Boskovice,49.488906,16.657129,28.82784345421543,2434
230,11370,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102191565,Tišnov,49.349334,16.425797,22.667697774592323,2091
231,11405,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,110250249,Boskovice,49.488496,16.670565,29.795852845403505,2601
232,11675,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,2518333,Svitavy,49.75829,16.459034,29.797128530540263,2703
233,11679,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,401048,Polička,49.712635,16.267944,21.105144400519062,1814
234,11692,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,110010205,Svitavy,49.753343,16.472646,29.803772995305835,2812
235,12016,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,108027457,Žďár nad Sázavou,49.567574,15.933153,24.19351381151192,1927
236,12017,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102943508,Velké Meziříčí,49.351674,16.020545,25.79830088262641,2413
237,12018,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102943494,Nové Město na Moravě,49.563758,16.072654,14.352112019417689,1137
238,12019,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102943516,Žďár nad Sázavou,49.565058,15.944092,23.36448826994353,1680
239,12020,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102943559,Žďár nad Sázavou,49.565627,15.943057,23.450260195513305,1717
240,12021,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,102943486,Bystřice nad Pernštejnem,49.517715,16.258234,0.6163537023646465,253
241,12022,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,110026179,Žďár nad Sázavou,49.566429,15.93214,24.23956356983638,1881
242,12024,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,110031334,Žďár nad Sázavou,49.557691,15.939988,23.507667967102385,1736
243,12027,CZ0635,595411.0,Bystřice nad Pernštejnem,7982.0,49.5228805,16.2613311,110250842,Velká Bíteš,49.291349,16.222598,25.89723983725057,2563
244,12195,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,102867097,Znojmo,48.856329,16.052895,28.91789998898236,2239
245,12198,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,102867135,Znojmo,48.855418,16.051973,28.983722396411597,2268
246,12201,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,110031300,Znojmo,48.857328,16.053592,28.836825466411668,2212
247,12816,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,44065663,Třebíč,49.213896,15.885973,13.303446956738728,955
248,12817,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,44065485,Moravské Budějovice,49.050817,15.814281,7.51859959089061,512
249,12818,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,559237,Třebíč,49.213958,15.88156,13.326968337902644,1020
250,12819,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,566900,Třebíč,49.222974,15.867134,14.427930820476163,1185
251,12820,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,55069,Moravské Budějovice,49.053348,15.807336,7.743302447859443,532
252,12831,CZ0634,590754.0,Jaroměřice nad Rokytnou,4140.0,49.0943503,15.8932579,110250591,Třebíč,49.224915,15.891465,14.518737656617592,1197
253,12941,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,102104522,Lomnice,49.404156,16.411956,28.60625841291562,2717
254,12957,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,62157884,Brno,49.22204,16.555205,28.91182150495821,2429
255,12964,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,48033413,Brno,49.171022,16.55956,29.47571800041712,2105
256,12966,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,380385,Brno,49.2144,16.561454,29.332372521661267,2411
257,12969,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,60555211,Brno,49.219243,16.514243,25.924853853002364,2132
258,12970,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,44991517,Brno,49.165784,16.555064,29.24006823107392,2039
259,12977,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,102191573,Zastávka,49.193474,16.361982,14.915600593365184,1274
260,12978,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,107870312,Kuřim,49.296339,16.524994,28.427966470463844,2594
261,12979,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,102191557,Ivančice,49.104298,16.36941,19.188284423122607,1662
262,12980,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,102191565,Tišnov,49.349334,16.425797,25.04236818465869,2177
263,13002,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,102867071,Moravský Krumlov,49.04808,16.314691,21.073141749500927,1970
264,13004,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,107870941,Moravský Krumlov,49.048844,16.315302,21.025936183695617,1987
265,13008,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,110023234,Brno,49.206942,16.554513,28.81998943358801,2331
266,13621,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,44065663,Třebíč,49.213896,15.885973,19.759102509207764,1362
267,13623,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,559237,Třebíč,49.213958,15.88156,20.0796941934466,1414
268,13624,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,566900,Třebíč,49.222974,15.867134,21.1834676949966,1620
269,13627,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,102943508,Velké Meziříčí,49.351674,16.020545,18.88319217516532,1599
270,13636,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,110250591,Třebíč,49.224915,15.891465,19.44274603967436,1383
271,13637,CZ0634,591211.0,Náměšť nad Oslavou,4817.0,49.2073771,16.1577984,110250842,Velká Bíteš,49.291349,16.222598,10.454994961316498,1069
272,14421,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,108047741,Jihlava,49.397998,15.585825,12.08891711662064,927
273,14422,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,108047750,Telč,49.182964,15.44864,21.53286728597784,1844
274,14423,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,108047920,Jihlava,49.397335,15.583685,12.112686537008583,784
275,14424,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,108047792,Jihlava,49.398965,15.586577,12.149869548496488,894
276,14425,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,108047938,Jihlava,49.39907,15.590673,12.003077837596049,924
277,14426,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,44065663,Třebíč,49.213896,15.885973,18.368131438663543,1529
278,14428,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,559237,Třebíč,49.213958,15.88156,18.10029552505605,1505
279,14429,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,566900,Třebíč,49.222974,15.867134,16.669082607848253,1307
280,14430,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,55069,Moravské Budějovice,49.053348,15.807336,29.739935140654687,2405
281,14432,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,102943508,Velké Meziříčí,49.351674,16.020545,25.412950896995508,2189
282,14440,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,108047946,Jihlava,49.386967,15.593135,10.774475348720532,705
283,14441,CZ0632,586943.0,Brtnice,3757.0,49.3068037,15.6766872,110250591,Třebíč,49.224915,15.891465,18.04948795311126,1602
284,14510,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,102403562,Dačice,49.083139,15.428631,25.650578224889426,2033
285,15217,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,367761,Humpolec,49.541758,15.35375,25.636023846877254,2437
286,15218,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,72753,Pelhřimov,49.428914,15.22157,18.0002395147452,1486
287,15219,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,72869,Pelhřimov,49.428138,15.219725,18.032108359645854,1475
288,15220,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,107830396,Humpolec,49.541394,15.360692,25.5425745998394,2298
289,15226,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,108047741,Jihlava,49.397998,15.585825,16.7762159412369,1581
290,15227,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,108047750,Telč,49.182964,15.44864,14.953253475555796,1279
291,15228,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,108047920,Jihlava,49.397335,15.583685,16.606774332671737,1440
292,15229,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,108047792,Jihlava,49.398965,15.586577,16.88189556215843,1548
293,15230,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,108047938,Jihlava,49.39907,15.590673,17.133443509075793,1578
294,15245,CZ0632,586862.0,Batelov,2368.0,49.3127529,15.3947165,108047946,Jihlava,49.386967,15.593135,16.573362842414003,1631
295,15684,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,60103345,Chrudim,49.949514,15.798912,27.412280153165263,2750
296,15685,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,60103337,Chrudim,49.950331,15.783494,26.541222655185457,2581
297,15686,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,110020405,Chrudim,49.945584,15.790482,26.66866261681936,2591
298,15687,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,15052591,Chrudim,49.951105,15.780225,26.396678823668008,2492
299,15716,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,110009754,Chrudim,49.95449,15.791908,27.29903218199913,2603
300,15718,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,13582259,Chrudim,49.955997,15.782784,26.858285413830767,2528
301,15720,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,60103361,Chrudim,49.955097,15.792727,27.385447247239444,2603
302,15906,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,44683405,Kolín,50.023093,15.21013,29.93375713650208,1980
303,15908,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,110036816,Kolín,50.021784,15.207757,29.931347444299103,2012
304,15909,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,61924032,Kutná Hora,49.942588,15.257586,21.116364059513383,1858
305,15910,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,61924041,Čáslav,49.912598,15.392054,12.35561775155258,925
306,15911,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,61924008,Čáslav,49.908143,15.396187,11.778700694365078,948
307,15912,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,49797999,Čáslav,49.90249,15.393467,11.338534945773189,958
308,15913,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,61924059,Kutná Hora,49.953247,15.275817,21.004810117148587,1577
309,16026,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,102006881,Havlíčkův Brod,49.609084,15.580284,24.17186176479936,1434
310,16027,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,102006920,Chotěboř,49.716829,15.672957,17.86460660683129,1394
311,16028,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,130002097,Ledeč nad Sázavou,49.694513,15.278836,19.64027415974127,1500
312,16029,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,102018006,Havlíčkův Brod,49.602624,15.579104,24.83160180856349,1497
313,16030,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,102006954,Chotěboř,49.718219,15.671713,17.698868758813212,1329
314,16048,CZ0631,568635.0,Golčův Jeníkov,2706.0,49.8160108,15.4772768,110030559,Havlíčkův Brod,49.609529,15.575103,24.013008771757764,1359
315,16827,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,367761,Humpolec,49.541758,15.35375,17.824040889458423,1557
316,16830,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,107830396,Humpolec,49.541394,15.360692,17.385148269844024,1466
317,16831,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,102006881,Havlíčkův Brod,49.609084,15.580284,0.2302004751814019,90
318,16832,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,102006920,Chotěboř,49.716829,15.672957,13.93516107778443,1198
319,16833,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,130002097,Ledeč nad Sázavou,49.694513,15.278836,23.727959002859723,2222
320,16834,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,102018006,Havlíčkův Brod,49.602624,15.579104,0.4961475355932382,157
321,16835,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,102006954,Chotěboř,49.718219,15.671713,14.028080587984698,1188
322,16836,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,108047741,Jihlava,49.397998,15.585825,23.253281203370275,1669
323,16838,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,108047920,Jihlava,49.397335,15.583685,23.3244697498735,1592
324,16839,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,108047792,Jihlava,49.398965,15.586577,23.14691358821152,1636
325,16840,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,108047938,Jihlava,49.39907,15.590673,23.143674279498622,1612
326,16846,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,108027457,Žďár nad Sázavou,49.567574,15.933153,25.870089761153174,2182
327,16849,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,102943516,Žďár nad Sázavou,49.565058,15.944092,26.695738563661926,2276
328,16850,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,102943559,Žďár nad Sázavou,49.565627,15.943057,26.611100129769437,2294
329,16852,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,110026179,Žďár nad Sázavou,49.566429,15.93214,25.82040720249796,2160
330,16853,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,110030559,Havlíčkův Brod,49.609529,15.575103,0.4172090788759789,77
331,16854,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,110031334,Žďár nad Sázavou,49.557691,15.939988,26.563624996144128,2326
332,16855,CZ0631,568414.0,Havlíčkův Brod,23255.0,49.607079,15.5794883,108047946,Jihlava,49.386967,15.593135,24.49520640622099,1845
333,17632,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,367761,Humpolec,49.541758,15.35375,0.3553466969970387,126
334,17633,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,72753,Pelhřimov,49.428914,15.22157,15.996453638448031,1204
335,17634,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,72869,Pelhřimov,49.428138,15.219725,16.146860046961073,1251
336,17635,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,107830396,Humpolec,49.541394,15.360692,0.1557583886847651,26
337,17636,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,102006881,Havlíčkův Brod,49.609084,15.580284,17.63989538703665,1425
338,17637,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,102006920,Chotěboř,49.716829,15.672957,29.84640836306985,2486
339,17638,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,130002097,Ledeč nad Sázavou,49.694513,15.278836,17.9194103388582,1422
340,17639,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,102018006,Havlíčkův Brod,49.602624,15.579104,17.27046071449566,1280
341,17640,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,102006954,Chotěboř,49.718219,15.671713,29.87946538623384,2472
342,17641,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,108047741,Jihlava,49.397998,15.585825,22.92183794430852,1591
343,17643,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,108047920,Jihlava,49.397335,15.583685,22.863207068024696,1511
344,17644,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,108047792,Jihlava,49.398965,15.586577,22.8858676128009,1558
345,17645,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,108047938,Jihlava,49.39907,15.590673,23.0917143320294,1532
346,17658,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,110030559,Havlíčkův Brod,49.609529,15.575103,17.323581290060616,1332
347,17660,CZ0633,547999.0,Humpolec,10975.0,49.5418861,15.3586709,108047946,Jihlava,49.386967,15.593135,24.16297239163933,1764
348,18437,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,367761,Humpolec,49.541758,15.35375,15.521235929446288,1109
349,18438,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,72753,Pelhřimov,49.428914,15.22157,0.2489325925355798,113
350,18439,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,72869,Pelhřimov,49.428138,15.219725,0.396153640026429,160
351,18440,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,107830396,Humpolec,49.541394,15.360692,15.799363971423874,1177
352,18443,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,130002097,Ledeč nad Sázavou,49.694513,15.278836,29.58840275567079,2114
353,18446,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,108047741,Jihlava,49.397998,15.585825,26.483893764405813,1998
354,18448,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,108047920,Jihlava,49.397335,15.583685,26.34108441638459,1897
355,18449,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,108047792,Jihlava,49.398965,15.586577,26.522920349925958,2006
356,18450,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,108047938,Jihlava,49.39907,15.590673,26.81502337903267,2036
357,18465,CZ0633,547492.0,Pelhřimov,16012.0,49.4308737,15.2232341,108047946,Jihlava,49.386967,15.593135,27.20389009700991,2086
358,19251,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,108047741,Jihlava,49.397998,15.585825,29.54760472111249,2410
359,19253,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,108047920,Jihlava,49.397335,15.583685,29.61002887899173,2268
360,19254,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,108047792,Jihlava,49.398965,15.586577,29.58208209567652,2377
361,19255,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,108047938,Jihlava,49.39907,15.590673,29.37618869383494,2407
362,19256,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,44065663,Třebíč,49.213896,15.885973,0.3481365570587085,159
363,19257,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,44065485,Moravské Budějovice,49.050817,15.814281,18.922575214804443,1474
364,19258,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,559237,Třebíč,49.213958,15.88156,0.1371165646486816,135
365,19259,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,566900,Třebíč,49.222974,15.867134,1.3617230557416549,270
366,19260,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,55069,Moravské Budějovice,49.053348,15.807336,18.789871831988105,1494
367,19262,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,102943508,Velké Meziříčí,49.351674,16.020545,18.217516753436666,1352
368,19270,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,108047946,Jihlava,49.386967,15.593135,28.32574576007289,2192
369,19271,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,110250591,Třebíč,49.224915,15.891465,1.2967587175686328,357
370,19272,CZ0634,590266.0,Třebíč,35107.0,49.2151907,15.8816091,110250842,Velká Bíteš,49.291349,16.222598,26.15731961467027,2262
371,19729,CZ0635,596230.0,Nové Město na Moravě,10006.0,49.5616916,16.0744185,401048,Polička,49.712635,16.267944,21.815781092971644,1755
372,20066,CZ0635,596230.0,Nové Město na Moravě,10006.0,49.5616916,16.0744185,108027457,Žďár nad Sázavou,49.567574,15.933153,10.209041952415411,986
373,20067,CZ0635,596230.0,Nové Město na Moravě,10006.0,49.5616916,16.0744185,102943508,Velké Meziříčí,49.351674,16.020545,23.675340334041024,2044
374,20068,CZ0635,596230.0,Nové Město na Moravě,10006.0,49.5616916,16.0744185,102943494,Nové Město na Moravě,49.563758,16.072654,0.2626616781428583,112
